Weighted_Avg_PRB_Util_UL,DL MAC Vol Scell Pct,UE_Pwr_Restricted_Pct,UE_Pwr_Unrestricted_Pct_Num,Cat M1 Bearer Setup Failure num,Bearer Setup Failure Voice Num,HARQ_BLER_Pct,Avg_Connected_UEs,SIP DC%,UPTP_Mbps,Context_Drop_Pct,Context_Setup_Failure_Pct_Num,DL_HARQ_DTX_PCT_NUM,S1U_SIP_SC_SEER,DRB UL Data Volume MB,CAActivatedUE with 4 Scell DL num,Cat M1 Bearer Drop num,UL_Packet_Loss_Pct_Den,HO Failures,Weighted_Avg_Pdcch_CCE_Util_Num,CAActivatedUE with 3 Scell DL num,Weighted_Avg_SINR_PUSCH,Avg noOf Scell for CA UE den,PRB Util%,Handover_Exe_Failure_Pct,Pct CA ScheduledUE with 3 Scell UL,Interference_92_dbm_Above,HQ_EXE_TOTARGET_FAILURE_QCI_1,Pct CA ScheduledUE with 2 Scell UL,CAActivatedUE with 2 Scell DL num,DL Packet Loss Pct,RI_2Pct_den,Pct CA ScheduledUE with 1 Scell UL,Bearer Drop Voice%,CAActivatedUE with 1 Scell DL num,Bearer Drops,CAActivatedUE with 0 Scell DL num,RRC Setup Attempts,SIP Calls with a Leg,TTI_Occupancy_Pct_Den,weekend,Downlink_Scheduler_Delay_msec,HARQ_BLER_Pct_Num,UPTP Mbps Num,Cat M1 Bearer Setup Failure den,Bearer Setup Failure Voice Den,Setup_Fail_NUM,Weighted_Avg_PRB_Util_UL_Num,DL MAC Vol EScell Pct,UE_Pwr_Restricted_Pct_Num,pmCellDowntimeLockAuto,Handover_Preparation_Failure_PCT,S1U_SIP_SC_SEER_num,Context_Setup_Failure_Pct_Den,Cat_M1 Bearer Drop den,DL_HARQ_DTX_PCT_DEN,RRC_Reest_Fail_Pct,Context_Drop_Pct_Num,pmRadioRecInterferencePwr_Neg121,ERAB_Drop_Pct_Num,RRC Setup Failures,Handover_Exe_Failure_Pct_Num,hr,Weighted_Avg_Pdcch_CCE_Util_Den,PUCCH Interference Pwr,Bearer Setup Failure Voice%,MAC_UE_SC_Tput,UL_HARQ_DTX_PCT,HQ_EXE_TOTARGET_FAILURE_QCI_1_NUM,Bearer Releases,HO_fail_InterFreq,Bearer_Setup_Failure_Pct,UL_HARQ_ACK_PCT,HO_Oscillation_IntraFreq_PCT,Combined RACH Failure%,UE_Pwr_Pct_den,RRC_Reestab_Attempts,CA ActivatedUE pct Den,UL_RLC_ACK_PCT,HO_fail_PCT_InterFreq,Interference Pwr,qci1_setup_attempts,Avg CQI,Downlink_Scheduler_Delay_msec_Num,HARQ_BLER_Pct_Den,UPTP Mbps Den,Setup_Fail_DEN,Weighted_Avg_PRB_Util_UL_Den,PDCCH Util,SIP_SC_Total_MOU,SIP Dropped Calls,UL MAC Vol Scell Pct,S1U_SIP_SC_SEER_den,RRC_Reest_Fail_Pct_Num,Uplink_TTI_Occupancy_Pct,_80th_percentile_traffic,Context_Drop_Pct_Den,ENDC Setup Failure,QCI 1 Bearer Drop%,ENDC Setup Failure Pct,ERAB_Drop_Pct_Den,QCI5 Bearer Setup Failure Num,Handover_Exe_Failure_Pct_Den,Peak UE,Weighted_Avg_PRB_Util_DL,VOLTE IA%,Cell Availablity%,ENDC Setup Attempt,MB_per_connected_UE,PCT Time MIMO,ERAB Setup Fail%,DL Volume,WEIGHT_AVG_SINR_PUCCH,HQ_EXE_TOTARGET_FAILURE_QCI_1_DEN,UL_HARQ_DTX_PCT_NUM,Return Loss,Combined_RACH_Succ,Bearer_Setup_Failure_Pct_Num,QCI 1 Bearer Releases,Pct CA ScheduledUE with 4 Scell DL,UL Throughput,Pct CA ScheduledUE with 3 Scell DL,PIM,DL Data Vol MAC in MB,UL_Packet_Loss_Pct,Pct CA ScheduledUE with 0 EScell DL,HO Failure%,Access Beyond Cell Range,Pct CA ScheduledUE with 2 Scell DL,Downlink_Scheduler_Delay_msec_Den,Call_Drops_Credit,Pct CA ScheduledUE with 1 EScell DL,Uplink_TTI_Occupancy_Pct_Num,Combined RACH Preambles,TIMESTAMP,Avg noOf Scell for CA UE,DL MAC Vol Scell MB,Pct CA ScheduledUE with 1 Scell DL,Pct CA ScheduledUE with 2 EScell DL,Downlink_TTI_Occupancy_Pct,RI_2Pct,Bearer Drop%,pct CA ActivatedUE with 4 Scell DL,Pct CA ScheduledUE with 3 EScell DL,Bearer Drops Voice,QCI5 Bearer Setup Failure Den,Weighted_Avg_PRB_Util_DL_Num,holiday,Pct CA ScheduledUE with 4 EScell DL,pct CA ActivatedUE with 3 Scell DL,RadioInterferenceSecsAbvNeg100dBm,VoLTE_MOU,UL QPSK BLER Pct,pct CA ActivatedUE with 2 Scell DL,UE_Pwr_Unrestricted_Pct,UL_HARQ_DTX_PCT_DEN,Bearer_Setup_Failure_Pct_Den,Combined RACH Failures,Context_Setup_Failure_Pct,pct CA ActivatedUE with 1 Scell DL,DL_HARQ_DTX_PCT,QCI5 Bearer Setup Failure%,RRC Setup Failure% 5G,pct CA ActivatedUE with 0 Scell DL,UL_Packet_Loss_Pct_Num,Cat M1 Bearer Setup Failure pct,Avg noOf Scell for CA UE num,day,Weighted_Avg_Pdcch_CCE_Util,Cat M1 Bearer Drop pct,QCI 1 Bearer Drops,SIP_SC_Call_Attempts,Handover_Preparation_Att,pmCellDowntimeAuto,Downlink_TTI_Occupancy_Pct_Num,Bearer Releases Voice,RI_2Pct_num,HO_att_InterFreq,Weighted_Avg_PRB_Util_DL_Den,Handover_Prep_Failures,HO Attempts
5,60.8,39.11,212250,0,0,5.15,6.64,null,34.47,0.14,0,37288,100,47.59,22602,0,349856,1,14555220,33658,18.5,3047,6.33,0.53,null,91,0,null,73292,0,72075,null,0,28894,2,168779,711,null,4,0,880.85,29270,2088560,0,8,0,300,0,136328,0,0,13,687,0,637056,13.33,1,0,2,0,1,17,3600002,-116.31,0,11179.14,2.78,0,1320,0,0,96.8,15.34,12.09,349578,45,330396.25,98.4951,0,-116.66,8,9.57,1435245.35,573938.56,61196.91,2747.2,60,8.59,13,null,0,13,6,0,null,726.19,0,0,0,1323.1,0,190.89,14,6.33,0,100,18,40.73,70.1041,0,358.55,2.99,41,9917,24.4,1043.33,0,11,0.9,0.67,0.56,-0.4,630.8561,0.02,null,0.53,0.52,0.24,162938.25,0,null,0,1186.75,1.69E+12,3.04,392.7385,0.07,null,0,75.8712,0.15,6.91,null,0,572.67,380,0,null,10.3929,6.18,110.72,8.55,22.4,60.89,360054.9,1310.98,142,0,8.8,5.85,0,0,51.59,71,null,9268,09-04-2023,4.04,null,0,102.31,189,0,0,11,54683.42,1,60,0,189
5,42.58,59.87,112200,0,0,5.63,6.17,null,29.61,0.12,0,35461,100,45.54,32918,0,175746,0,14361190,37542,16.4,2730,7.17,0,null,31,0,null,21067,0.05,90914,null,0,87860,1,122458,823,null,4,0,988.22,32172,3940673,0,13,1,300,0,167391,0,0,18,810,0,612713,5.56,1,0,1,1,0,18,3600002,-116.5,0,16305.21,3.42,0,1531,0,0,92.63,11.56,8.88,280591,36,304762.45,98.5842,0,-116.44,13,9.99,730309.79,576892.81,134414.84,3200.69,60,7.78,18,null,0,18,2,0,null,836.28,0,0,0,1536.21,0,174.73,13,7.17,0.12,100,26,42.55,81.0727,0.03,584.79,2.98,33,9732,24.4,1253.41,0,16,0.8,0.93,0.24,-0.4,822.0289,0.03,null,0,0.18,0.2,73901.7,0,null,0,1375.62,1.69E+12,2.94,358.4086,0.16,null,0,78.3962,0.07,10.91,null,0,679.73,430,0,null,12.5644,6.88,27.25,9.67,6.98,40.13,287223.8,1539.24,121,0,29.08,5.79,0,0.12,40.58,55,null,8026,09-04-2023,3.99,null,0,80.54,173,0,0,16,71270.65,1,60,0,173
5,35.37,50.85,117099,0,0,6.26,6.71,null,43.2,0.34,0,30349,100,39.59,25974,0,186725,2,13788485,47677,17.39,3126,5.33,1.11,null,37,0,null,17964,0.01,89840,null,0,49144,4,140303,884,null,4,0,838.44,32776,3515198,0,21,1,300,0,121170,0,0,21,876,0,561499,9.3,3,0,4,1,2,19,3600002,-116.87,0,15961.77,5.05,0,1661,0,0,93.23,9.44,11.02,239269,43,283771.62,98.5347,0,-117.21,21,10.47,721130.91,529158.19,82184.71,3467.33,60,7.46,21,null,0,21,4,0,null,893.85,2,0,11.76,1667.51,0,181.8,13,5.33,0.11,100,17,41.02,77.3155,0.03,613.07,2.98,31,12494,24.4,1264.52,0,19,1.37,0.86,0.22,-0.4,744.1781,0.03,null,1.11,0.34,0.25,86008.57,0,null,0,1421.07,1.69E+12,3.1,269.5185,0.22,null,0,72.9927,0.24,9.24,null,0,753.46,320,0,null,17.1397,2.66,18.48,9.95,6.39,49.15,250063.88,1682.66,155,0,17.46,5.4,0,0.11,49.94,57,null,9688,09-04-2023,3.83,null,0,13.06,180,0,0,19,65573.24,4,60,0,180
5,50.78,40.78,121546,0,0,8.33,5.42,null,23.45,0.16,0,25721,100,29.18,17242,0,179866,0,14210128,47242,17.64,2341,6,0,null,50,0,null,21476,0.02,91410,null,0,30804,2,131849,634,null,4,0,730.75,37598,900326,0,11,0,300,0,83695,0,0,16,636,0,476990,20,1,0,2,0,0,20,3600001,-116.1,0,10410.31,4.39,0,1189,0,0,94.55,9.38,7.1,206241,15,250998.13,98.0793,0,-115.3,11,9.7,764800.28,456036.21,38778.95,2516.92,60,6.78,16,null,0,16,3,0,null,623.17,0,0,0,1190.79,0,193.92,14,6,0,100,17,39.96,73.6593,0,231.29,2.98,53,9451,24.4,925.16,0,12,0.85,0.45,0.23,-0.4,421.8265,0.04,null,0,0.26,0.37,104659.23,0,null,0,995.86,1.69E+12,2.59,219.3619,0.33,null,0,69.6092,0.17,6.94,null,0,522.17,360,0,null,19.2001,10.31,37.18,10.32,8.64,59.22,217461.08,1236.24,70,0,12.36,5.39,0,0,53.06,64,null,6067,09-04-2023,3.95,null,0,24.72,192,0,0,12,63633.03,2,60,0,192
5,55.04,62.39,90719,0,0,6.75,5.31,null,30.17,0.34,4,42479,100,47.22,30991,0,166788,0,16039685,42146,16.25,2391,10.67,0,null,23,0,null,5853,0,99503,null,0,50812,4,184732,585,null,4,0,475.06,49186,2863174,0,4,8,300,0,150519,0,0,3,590,0,742039,25,2,0,4,0,0,21,3600002,-116.8,0,14975.83,5.81,0,1117,0,0.72,89.8,8.85,10.52,242238,20,317578.34,97.3962,0,-116.44,4,9.26,424799.94,735949.63,95856.07,2304.82,60,8.52,3,null,0,3,5,0,null,595.9,0,0,0,1118.07,4,114.13,13,10.67,0.87,100,4,94.69,66.9832,0.35,513.08,2.97,10,15917,24.4,816.08,8,3,0.68,0.65,0.09,-0.4,982.8411,0.02,null,0,0.13,0.42,89419.34,0,null,0,912.03,1.69E+12,2.34,553.8941,0.49,null,0,61.5696,0.36,9.86,null,0,463.59,640,0,null,13.534,3.23,3.97,13.54,1.86,37.61,276595.57,1123.12,95,0.69,16.13,5.72,0.87,0,58.75,29,null,5601,09-04-2023,4.46,null,0,2.6,113,0,0,3,61266.6,1,60,0,113
5,38.97,47.6,61921,0,0,8.58,4,null,31.92,0.18,1,24397,100,18.03,20585,0,123352,1,13647125,45119,18.59,1278,5.33,1.32,null,27,0,null,17882,0.01,56362,null,0,31753,2,74563,564,null,4,0,523.63,34182,1189017,0,8,2,300,0,56245,0,0,8,569,0,414659,7.69,1,0,2,0,1,22,3600002,-117.18,0,13489,3.4,0,1061,0,0.19,95.61,11.84,5.35,119166,13,191700.02,98.901,0,-114.88,8,9.92,367455.17,402147.66,37618.46,2215.94,60,5.4,8,null,0,8,1,0,null,566.61,0,0,0,1061.51,1,76.76,9,5.33,0.22,100,7,57.13,85.0925,0.09,295.93,2.99,12,4133,24.4,696.9,2,8,0.56,0.84,0.08,-0.4,429.8257,0,null,1.32,0.31,0.22,70174.8,0,null,0,736.29,1.69E+12,2.65,171.5283,0.04,null,0,82.6887,0.19,10.85,null,0,457.53,320,0,null,24.0077,18.74,5.95,8.06,9.42,52.4,122792.77,1076.66,39,0.18,16.68,5.88,0.22,0,39.28,3,null,3387,09-04-2023,3.79,null,0,2.11,76,0,0,8,46604.43,1,60,0,76
5,51.17,26.67,104962,0,0,5.71,4.25,null,34.19,0,0,13622,100,18.02,9692,0,128432,0,12460370,39906,18.99,1476,5,0,null,4,0,null,14266,0.01,60763,null,0,12954,0,84730,501,null,4,0,1033.65,17674,660143,0,9,1,300,0,38165,0,0,7,505,0,313292,23.08,0,0,0,1,0,23,3600002,-117.5,0,9760.88,1.99,0,963,0,0,97.77,6.67,11.91,144127,13,163062.48,98.9109,0,-118.12,9,10.12,933601.58,312803.06,19500.07,1980.61,60,5.07,7,null,0,7,3,0,null,507.02,1,0,20,962.53,0,45.45,9,5,0.2,100,5,36.15,71.1141,0.05,156.55,2.99,10,2925,24.4,604.99,0,8,1.06,1.96,0.14,-0.4,261.1557,0.04,null,0,0.32,0.24,90321.27,0,null,0,686.8,1.69E+12,2.77,136.8348,0.19,null,0,76.5883,0,6,null,0,395.92,300,0,null,24.9672,0.48,44.58,5.51,8.84,73.33,148483.13,969.6,81,0,7.96,4.35,0,0.2,52.48,48,null,4092,09-04-2023,3.46,null,0,50.19,45,0,0,8,46538.78,1,60,0,45
5,38.02,28.16,98467,0,0,2.47,3.9,null,19.01,0,0,4563,100,15.98,5743,0,129458,0,12363365,33345,18.4,1346,5.17,0,null,4,0,null,6009,0.03,61361,null,0,5478,0,76219,414,null,4,0,1063.88,4288,341343,0,9,0,300,0,38590,0,0,10,418,0,176674,0,0,0,0,0,0,0,3600002,-117.7,0,4035.02,3.41,0,749,0,0,97.59,15.38,10.97,138057,6,127960.94,95.7132,null,-118.14,9,8.89,821900.63,175497.6,18130.51,1579.64,60,4.67,10,null,0,10,0,0,null,423.19,0,0,0,746.39,0,39.39,8,5.17,0,100,4,13.54,57.5397,0,60.6,2.99,8,4847,24.4,508.03,0,9,1.6,0.66,0.31,0.1,79.6789,0.02,null,0,0,0.28,77254.9,0,null,0,570.65,1.69E+12,2.99,31.0272,0.09,null,0,52.9139,0,4.53,null,0,299.97,310,0,null,26.5832,1.56,56.85,5.2,4.74,71.84,143756.33,743.36,62,0,4.24,2.58,0,0,60.16,22,null,4030,09-05-2023,3.43,null,0,6.46,39,0,0,9,32468.47,0,60,0,39
5,22.51,38.78,13779,0,0,5.27,2.88,null,21.25,0,0,2562,100,2.08,4203,0,10551,0,11575063,2491,18.22,486,5,0,null,1,0,null,216,0.04,22793,null,0,3797,0,8307,377,null,4,0,938.57,1936,224127,0,6,1,300,0,8730,0,0,7,381,0,36735,25,0,null,0,1,0,1,3600001,-118.21,0,7398.75,6.8,0,678,0,0,96.06,27.27,8.78,23509,4,19103.14,98.9505,null,-118.55,6,10.17,60782.81,37092.25,10645.4,1442.28,60,2.72,7,null,0,7,1,0,null,379.76,0,0,null,674.68,0,11.11,6,5,0.27,100,0,14.46,64.0946,0.07,30.3,2.97,0,1600,24.4,430.26,0,6,1.4,1.17,0.14,0.1,32.7341,0,null,0,0,0.69,6476.12,0,null,0,471.67,1.69E+12,1.68,7.5447,0.3,null,0,63.6098,0,22.22,null,0,272.7,300,0,null,13.3017,0.35,1.4,2.84,1.14,61.22,23748.13,681.75,41,0,19.55,6.97,0,0.27,43.92,0,null,815,09-05-2023,3.22,null,0,0,11,0,0,6,14497.54,0,60,0,11
5,30.36,37.55,21174,0,0,3.07,3.24,null,27.56,0,0,2505,100,4.73,5916,0,23297,0,11633195,1772,18.51,729,5.17,0,null,16,0,null,7029,0.01,26697,null,0,6598,0,12288,408,null,4,0,1092.13,1688,516046,0,6,0,300,0,12732,0,0,6,409,0,55094,0,0,0,0,0,0,2,3600002,-118.06,0,9920.56,5.24,0,732,0,0,95.64,23.08,1.1,34906,2,33838.03,98.6436,null,-118.3,6,10.35,103421.98,55494.45,18906.19,1547.32,60,2.93,6,null,0,6,0,0,null,418.14,0,0,0,729.22,0,13.13,8,5.17,0,100,7,17.96,63.0341,0,69.69,2.97,4,1731,24.4,452.48,0,6,0.82,2.21,0.08,0.1,65.8318,0,null,0,0,1.62,9469.76,0,null,0,457.53,1.69E+12,2,20.4626,0.13,null,0,60.2162,0,17.66,null,0,288.86,310,0,null,5.3429,0.71,3.97,4.4,20.98,62.45,33384.54,723.16,5,0,19.4,4.55,0,0,36.68,1,null,1461,09-05-2023,3.23,null,0,0,13,0,0,6,16077.18,0,60,0,13
5,79.08,33.04,16315,0,0,5.76,2.91,null,20.64,0,0,2088,100,2.65,758,0,11699,0,11544775,1073,18.21,601,5,0,null,8,0,null,815,0.02,24612,null,0,2997,0,7465,411,null,4,0,967.88,1496,49123,0,8,0,300,0,8050,0,0,8,414,0,30634,0,0,null,0,0,0,3,3600002,-118.48,0,10285.22,3.59,0,743,0,0,96.91,9.09,0,25365,1,13138.08,98.9307,null,-118.47,8,10.38,70696.97,26241.82,2398.75,1574.59,60,2.65,8,null,0,8,0,0,null,418.14,0,0,0,740.33,0,11.11,7,5,0,100,9,3.81,66.6903,0,9.09,2.97,0,908,24.4,470.66,0,8,2.49,0.6,0.34,0.1,37.9457,0.03,null,0,0,4.13,7304.32,0,null,0,470.66,1.69E+12,1.87,30.7242,1.01,null,0,64.2158,0,5.83,null,0,300.98,300,0,null,8.3325,0.88,1.87,2.95,6.27,66.96,25535.83,744.37,0,0,22.27,6.82,0,0,57.39,3,null,1123,09-05-2023,3.21,null,0,0,11,0,0,8,15805.49,0,60,0,11
5,99.15,40.68,15904,0,0,2.4,3.03,null,20.91,0,1,10118,100,2.03,734,0,11087,0,11663645,1219,17.94,525,5.5,0,null,3,0,null,435,0.02,24935,null,0,1132,0,5834,442,null,4,0,1040.04,1469,34563,0,6,1,300,0,10906,0,0,5,435,0,155074,50,0,0,0,0,0,4,3600002,-118.31,0,37513.97,6.56,0,719,0,0.14,96.3,5,6.02,27810,2,9346.54,98.8614,null,-118.53,6,10.74,61619.09,61768.57,1664.48,1625.09,60,3.72,5,null,0,5,1,0,null,442.38,0,0,0,716.09,1,20.2,7,5.5,0.37,100,6,0.83,68.2053,0.06,7.07,2.97,1,1738,24.4,488.84,1,6,3.25,0.2,1.05,0.1,700.4956,0.03,null,0,0,3.65,5924.66,0,null,0,520.15,1.69E+12,1.58,711.2016,0.79,null,0,57.9841,0,7.93,null,0,272.7,330,0,null,13.3017,0.56,2.05,4.34,4.7,59.32,26741.77,732.25,31,0.24,11.15,6.52,0.37,0,63.04,3,null,829,09-05-2023,3.24,null,0,0,20,0,0,6,14457.14,0,60,0,20
5,30.99,41.82,45207,0,0,5.09,4.57,null,127.7,0.16,1,10988,100,13.07,7594,0,61742,0,11921335,10339,18.12,1510,5.33,0,null,122,0,null,17044,0.01,45554,null,33.33,11006,0,50640,623,null,4,0,720.79,8193,3134086,0,3,2,300,0,32499,0,0,3,611,0,192046,28.57,1,0,0,0,0,5,3600002,-117.8,0,21689.9,5.19,0,1104,0,0.19,94.94,25,3.89,78706,7,97488.23,98.7624,0,-118.11,3,10.66,160508.19,162556.47,24786.41,2350.27,60,3.99,3,null,0,3,2,0,null,637.31,0,33.33,0,1104.94,1,56.56,10,5.33,0.23,100,14,112.55,85.0319,0.09,458.54,2.98,4,3863,24.4,797.9,2,3,1.54,1.1,0.2,0.1,353.0253,0,null,0,0,0.86,22268.48,0,null,0,830.22,1.69E+12,2.65,112.0292,0.22,null,0,76.0631,0,7.87,null,1,446.42,320,0,null,10.8171,1.46,2.85,7.29,17.66,58.18,75171.27,1091.81,32,0.17,11.3,5.72,0.23,0,52.46,1,null,3998,09-05-2023,3.31,null,1,0.52,56,0,0,3,34650.07,2,60,0,56
5,17.37,22.88,205000,0,0,7.14,6.8,null,56.79,0.22,0,47981,100,46.97,63039,0,312082,2,13373458,59416,19.1,2975,8.5,1.18,null,101,0,null,100122,0,81930,null,0,111250,4,183047,902,null,4,0,507.85,47812,10208514,0,5,3,300,0,60809,0,0,6,887,0,845186,23.33,2,0,4,3,2,6,3600001,-116.76,0,21844.44,3.63,0,1630,0,0,96.37,15.29,8.7,266809,30,521941.74,98.8218,0,-116.26,5,10.69,785865.85,676708.08,181543.46,3479.45,60,8.36,6,null,0,6,7,0,null,900.92,0,0,0,1636.2,0,171.7,14,8.5,0.33,100,18,140.83,87.4963,0.09,1594.79,2.99,24,9702,24.4,1166.55,0,6,0.46,1.66,0.12,0.1,1388.5278,0,null,1.18,0.66,0.2,154745.13,0,null,0,1277.65,1.69E+12,2.94,246.9046,0.04,null,0,75.447,0.25,12.2,null,0,724.17,510,0,null,11.615,9.5,9.88,8.59,19.37,77.12,269791.2,1660.44,110,0,21.51,5.68,0,0.33,35.42,9,null,8758,09-05-2023,3.71,null,0,1.44,170,0,0,6,61816.04,2,60,0,170
5,52.35,51.43,268613,0,0,6.45,10.43,null,30.14,0,0,77962,100,60.57,54665,0,371908,1,18143090,111457,16.92,5331,9.83,0.21,null,937,0,null,50247,0.09,200588,null,0,77024,0,273356,1400,null,4,0,826.27,76400,4605638,0,15,2,300,0,284446,0,0,19,1387,0,1278063,8.33,0,0,0,2,1,7,3600002,-115.39,0,14303.58,3.74,0,2694,0,0,93.25,13.68,10.15,554059,48,572315.49,98.1882,0,-115.31,15,9.56,1544161.73,1196525.79,154357.29,5559.04,60,12.59,19,null,0,19,4,25,null,1405.92,0,0,0,2710.84,0,472.68,21,9.83,0.14,100,40,48,79.7698,0.04,836.28,2.98,83,21946,24.4,2092.72,0,17,1.03,0.31,0.15,0.1,1482.8517,0.02,null,0.21,0.33,0.36,186882.32,0,null,1,2329.06,1.69E+12,2.98,794.9407,0.13,null,0,74.7501,0,9.65,null,0,1249.37,590,0,null,19.8667,13.8,73.78,10.02,8.87,48.57,591901.41,2733.06,234,0,13.58,6.1,0,0.14,48.24,84,null,15897,09-05-2023,5.04,null,0,93.93,468,0,0,17,149940.56,2,60,0,468
5,67.93,48.98,224670,0,0,5.91,10.78,null,29.33,0.19,0,60602,100,71.48,33136,0,293594,6,17116435,82622,17.17,5586,9,1.13,null,164,0,null,31193,0.03,192539,null,0,51567,7,265651,1677,null,4,0,855.25,61083,2582586,0,10,5,300,0,215722,0,0,19,1646,0,1137292,17.02,3,0,7,5,6,8,3600002,-114.86,0,15602.07,5.92,0,3108,0,0,93.12,13.61,14.68,441392,47,468709.69,98.0793,0,-115.65,10,9.54,1273904.92,1043683.5,88942.62,6677.11,60,11.81,19,null,0,19,8,0,null,1616,0,0,0,3128.98,0,534.29,21,9,0.3,100,18,44.32,77.5276,0.08,550.45,2.97,78,27118,24.4,2418.95,0,12,1.39,0.7,0.4,0.1,1468.6915,0.03,null,1.13,0.48,0.49,148950.76,0,null,0,2835.07,1.69E+12,2.86,1021.6857,0.32,null,0,69.3264,0.23,7.14,null,0,1488.74,540,0,null,17.978,6.13,49.02,11.21,6.72,51.02,462611.31,3294.62,412,0,11.09,5.33,0,0.3,57.24,97,null,15977,09-05-2023,4.75,null,0,77.53,529,0,0,12,133487.66,3,60,0,529
5,57.44,38.49,308316,0,0,5.69,10.97,null,34.03,0.21,0,77693,100,90.67,44478,0,400689,4,19418285,112066,17.91,5913,12,0.95,0,97,0,0,74767,0.05,304545,100,0,65145,5,350711,1384,null,4,0,865.13,88910,5397336,0,16,0,300,0,192913,0,0,19,1360,0,1668590,9.38,3,0,5,0,4,9,3600002,-115.03,0,11792.15,4.67,0,2663,0,0,94,11.82,13.82,502229,64,653537.67,98.2872,0,-114.65,16,9.68,1868853.5,1577664.44,160210.24,5463.09,60,14.89,19,null,0,19,6,0,null,1414,0,0,0,2679.53,0,427.23,20,12,0,100,38,53.57,69.8415,0,922.13,2.98,88,23521,24.4,2147.26,0,15,1.07,0.56,0.23,0.1,1697.9918,0.02,null,0.95,1.04,0.43,216020.82,0,null,0,2491.67,1.69E+12,2.99,998.7587,0.14,null,25,64.438,0.19,6.87,null,0,1212,720,0,null,17.4932,12.04,74.95,10.92,11.55,61.51,509007.68,2667.41,341,0,10.05,4.66,0,0,54.2,61,null,17656,09-05-2023,5.39,null,0,89.31,423,0,1,15,196247.04,8,60,0,423
5,62.77,46.63,234357,0,0,4.9,9.99,null,21.84,0.29,0,97407,100,80.14,29687,0,360932,2,18665453,36535,17.35,4934,13.5,0.77,null,123,2.08,null,73960,0.01,248874,null,0,60483,8,251110,1414,null,4,0,817.77,79538,5704177,0,21,2,300,0,204757,0,0,37,1386,0,1772804,22.92,4,2.08,8,2,2,10,3600001,-115.07,0,13140.62,5.23,1,2618,1,0,94.28,15.38,11.4,440114,48,456191.75,98.2377,20,-115.58,21,9.6,1252569.68,1638668.44,263771.6,5547.93,60,14.61,37,null,0,37,11,0,null,1406.93,1,0,3.45,2634.08,0,262.6,20,13.5,0.14,100,29,38.98,78.1134,0.04,946.37,2.98,48,24248,24.4,1938.19,0,25,1.01,0.51,0.5,0.1,1925.3529,0.01,null,0.77,0.43,0.57,153169.53,0,null,0,2187.66,1.69E+12,2.82,1237.4924,0.25,null,25,71.1444,0.31,6.57,null,0,1223.11,810,0,null,8.1709,6.3,49.73,9.23,16.37,53.37,468149.14,2693.67,247,0,13.37,5.49,0,0.14,55.6,21,null,13897,09-05-2023,5.18,null,0,47.42,260,0,1,25,177059.06,5,60,0,260
5.67,54.44,60.15,222477,0,0,5.97,9.81,null,53.73,0.3,1,83156,100,78.14,18619,0,337938,2,18898950,54904,15.97,5153,13.67,0.63,0,149,0,0,211368,0.01,200538,100,0,42030,6,246750,1349,null,4,0,884.4,85067,12482931,0,16,5,340,0,335742,0,0,22,1328,0,1513528,17.24,4,0,6,3,2,11,3600002,-115.06,0,17688.3,8.69,0,2563,0,0.08,87.99,13.12,11.51,559219,58,579306.71,87.8328,0,-115.59,16,9.12,1256589.48,1439611.58,234668.45,5312.6,60,13.8,22,null,0,22,10,25,null,1367.54,0,0,0,2578.53,1,323.2,18,13.67,0.31,100,29,178.24,75.7096,0.1,1825.07,2.97,70,57625,24.4,1956.37,2,21,0.71,0.51,0.25,0.1,2066.8842,0.05,null,0.63,0.56,0.36,142083.77,0,null,1,2210.89,1.69E+12,2.81,1152.1676,0.12,null,0,68.7709,0.24,3.25,null,0,1168.57,820,0,null,9.6657,7.81,39.92,17.26,36.85,39.85,670092.58,2590.65,252,0.08,7.31,5.49,0.09,0.22,43.02,177,null,14471,09-05-2023,5.25,null,0,63.7,320,0,0,21,137920.55,3,60,0,320
5.17,66.2,53.4,235523,0,0,5.3,9.7,null,37.93,0.08,0,82459,100,108.98,21739,0,355054,2,19250450,76699,16.57,4787,12.83,0.59,null,82,0,null,77933,0.07,185867,null,4.17,65999,2,276978,1251,null,4,0,965.98,72746,6096201,0,20,3,310,0,269897,0,0,22,1225,0,1481257,16.13,1,0,2,3,2,12,3600002,-115.23,0,15106.57,5.1,0,2343,0,0,92.05,15.68,19,506420,62,524440.48,98.1288,0,-115.89,20,9.26,1641519.67,1386348.22,162308.01,4896.48,60,13.53,22,null,0,22,10,0,null,1259.47,0,4.17,0,2356.33,0,341.38,19,12.83,0.24,100,25,73.64,77.4569,0.06,957.48,2.97,73,28075,24.4,1821.03,0,24,0.96,1.39,0.37,0.1,1816.3537,0.03,null,0.59,0.33,0.45,169933.51,0,null,0,2248.26,1.69E+12,3.03,1231.2001,0.11,null,0,71.5989,0.09,4.19,null,1,1054.44,770,0,null,14.9177,6.09,65.78,12.29,15.01,46.6,556504.95,2372.49,423,0,12.69,5.57,0,0.24,53.34,95,null,14494,09-05-2023,5.35,null,1,205.21,338,0,0,24,133080.63,1,60,0,338
